Day       Month     Year      Tmin(C)        Tmax(C)        Prcp(mm)       Et0(mm)        
9         4         1982      -8.73          11.40          0.00           3.23           
10        4         1982      -6.13          16.79          0.00           4.24           
11        4         1982      -0.59          27.78          0.00           6.38           
12        4         1982      6.68           24.68          0.00           5.22           
13        4         1982      2.98           23.65          0.00           5.15           
14        4         1982      8.32           27.02          0.00           5.70           
15        4         1982      9.07           25.34          3.98           5.10           
16        4         1982      -0.74          12.20          3.58           3.03           
17        4         1982      -3.36          15.12          0.00           3.94           
18        4         1982      1.91           21.70          0.00           4.86           
19        4         1982      0.00           9.87           0.00           2.80           
20        4         1982      -2.58          8.93           0.00           2.75           
21        4         1982      -5.39          13.37          0.00           3.57           
22        4         1982      -4.00          18.53          0.00           4.74           
23        4         1982      1.54           20.89          0.00           4.99           
24        4         1982      4.18           19.33          0.00           4.29           
25        4         1982      2.95           19.40          0.00           4.51           
26        4         1982      2.65           12.02          0.00           2.15           
27        4         1982      2.27           6.20           7.16           0.66           
28        4         1982      2.84           6.39           0.00           0.92           
29        4         1982      1.51           6.98           0.00           1.06           
30        4         1982      -0.91          16.47          0.00           4.28           
1         5         1982      1.76           19.25          0.00           4.73           
2         5         1982      9.81           23.95          0.00           4.74           
3         5         1982      12.22          28.89          0.00           6.34           
4         5         1982      9.45           24.45          10.00          5.42           
5         5         1982      1.11           10.56          21.00          1.55           
6         5         1982      0.56           15.00          3.24           3.96           
7         5         1982      1.11           20.56          0.00           4.92           
8         5         1982      2.78           25.56          0.00           6.07           
9         5         1982      8.89           27.78          0.00           6.21           
10        5         1982      10.56          23.89          0.00           5.42           
11        5         1982      5.56           9.45           1.00           1.14           
12        5         1982      6.67           12.22          28.00          1.24           
13        5         1982      7.22           12.78          4.00           1.77           
14        5         1982      6.11           17.23          12.00          2.90           
15        5         1982      7.78           17.23          1.00           3.46           
16        5         1982      8.34           19.45          3.00           4.11           
17        5         1982      9.45           20.56          0.00           4.15           
18        5         1982      7.22           26.11          0.00           6.24           
19        5         1982      10.56          26.11          7.00           5.65           
20        5         1982      7.78           16.67          0.00           3.35           
21        5         1982      6.11           19.45          0.00           4.80           
22        5         1982      3.89           21.67          0.00           5.11           
23        5         1982      12.22          22.78          17.00          4.43           
24        5         1982      8.34           15.00          4.00           2.05           
25        5         1982      5.56           19.45          0.00           4.49           
26        5         1982      9.45           20.00          2.00           3.94           
27        5         1982      6.67           27.78          0.00           6.56           
28        5         1982      12.78          17.23          8.00           2.36           
29        5         1982      10.56          20.56          25.00          4.21           
30        5         1982      8.89           13.34          9.00           1.69           
31        5         1982      7.78           17.23          0.00           4.08           
1         6         1982      5.56           15.00          8.31           2.78           
2         6         1982      9.45           12.22          2.00           1.08           
3         6         1982      8.34           11.11          4.00           1.02           
4         6         1982      7.22           21.11          0.00           5.17           
5         6         1982      12.78          21.67          0.00           3.48           
6         6         1982      11.67          26.11          0.00           6.14           
7         6         1982      6.67           21.67          0.00           5.35           
8         6         1982      13.34          27.78          0.00           5.90           
9         6         1982      7.22           20.56          0.00           5.21           
10        6         1982      5.56           21.67          0.00           4.91           
11        6         1982      10.56          21.67          4.00           4.51           
12        6         1982      8.34           23.34          18.00          5.00           
13        6         1982      10.00          23.34          0.00           4.29           
14        6         1982      14.45          24.45          20.00          4.39           
15        6         1982      9.45           19.45          3.00           3.56           
16        6         1982      6.67           24.45          1.00           6.09           
17        6         1982      12.78          22.23          2.00           4.00           
18        6         1982      10.00          18.34          5.00           3.19           
19        6         1982      6.67           23.89          0.00           5.88           
20        6         1982      9.45           25.56          0.00           6.08           
21        6         1982      11.11          29.45          0.00           6.84           
22        6         1982      11.11          25.56          11.00          5.88           
23        6         1982      12.78          26.67          0.00           6.01           
24        6         1982      15.00          22.78          0.00           3.75           
25        6         1982      13.34          20.56          0.00           3.23           
26        6         1982      13.34          21.11          19.00          3.20           
27        6         1982      14.45          26.67          0.00           5.91           
28        6         1982      12.22          29.45          0.00           6.93           
29        6         1982      16.67          31.67          15.00          7.02           
30        6         1982      17.78          23.89          0.00           4.47           
1         7         1982      17.23          27.78          0.00           5.56           
2         7         1982      12.22          30.56          0.00           7.04           
3         7         1982      13.34          31.67          0.00           7.41           
4         7         1982      14.45          34.45          1.00           7.87           
5         7         1982      15.00          28.89          0.00           5.56           
6         7         1982      10.56          23.89          0.00           5.53           
7         7         1982      8.34           26.67          0.00           5.98           
8         7         1982      15.00          31.11          0.00           6.57           
9         7         1982      13.34          28.89          2.00           5.92           
10        7         1982      12.22          25.56          0.00           5.67           
11        7         1982      11.67          26.67          0.00           4.49           
12        7         1982      9.45           28.89          0.00           6.92           
13        7         1982      14.45          31.11          10.00          6.80           
14        7         1982      17.23          31.11          0.00           6.45           
15        7         1982      15.56          33.34          1.00           7.20           
16        7         1982      13.89          36.12          0.00           8.52           
17        7         1982      14.45          27.78          0.00           6.11           
18        7         1982      13.34          32.78          0.00           7.53           
19        7         1982      16.67          36.67          0.00           8.34           
20        7         1982      14.45          37.78          0.00           8.48           
21        7         1982      15.56          38.34          0.00           8.83           
22        7         1982      20.00          35.56          0.00           7.43           
23        7         1982      17.78          36.67          0.00           8.17           
24        7         1982      17.23          36.67          0.00           8.22           
25        7         1982      16.11          36.12          0.00           8.05           
26        7         1982      16.67          30.56          0.00           6.13           
27        7         1982      18.34          26.11          1.00           3.42           
28        7         1982      17.78          26.67          0.00           3.75           
29        7         1982      14.45          22.23          8.00           2.85           
30        7         1982      13.89          28.89          0.00           6.13           
31        7         1982      14.45          32.78          0.00           7.25           
1         8         1982      11.67          37.23          0.00           8.75           
2         8         1982      12.78          36.67          0.00           8.21           
3         8         1982      19.45          35.56          0.00           7.43           
4         8         1982      17.23          27.78          2.00           3.82           
5         8         1982      15.56          31.67          0.00           6.75           
6         8         1982      14.45          32.78          0.00           6.94           
7         8         1982      16.67          33.89          0.00           6.95           
8         8         1982      15.56          32.78          0.00           6.88           
9         8         1982      12.22          27.78          0.00           4.73           
10        8         1982      11.11          15.00          1.00           1.40           
11        8         1982      12.78          17.78          0.00           1.54           
12        8         1982      15.00          34.45          1.00           6.97           
13        8         1982      17.23          30.56          7.00           5.01           
14        8         1982      16.67          31.11          47.00          6.04           
15        8         1982      14.45          33.89          0.00           6.76           
16        8         1982      18.34          30.56          0.00           5.85           
17        8         1982      17.78          28.89          0.00           4.18           
18        8         1982      14.45          32.23          0.00           6.59           
19        8         1982      17.72          33.54          0.00           6.30           
20        8         1982      18.23          27.06          0.00           4.09           
21        8         1982      17.40          27.92          0.00           4.35           
22        8         1982      16.67          29.51          6.87           4.92           
23        8         1982      16.67          27.78          4.00           5.30           
24        8         1982      10.56          23.89          0.00           4.40           
25        8         1982      8.89           27.78          0.00           5.54           
26        8         1982      13.34          31.67          0.00           6.45           
27        8         1982      12.22          22.78          0.00           3.45           
28        8         1982      14.45          30.56          0.00           5.87           
29        8         1982      17.23          33.34          0.00           6.28           
30        8         1982      15.56          30.56          0.00           4.91           
31        8         1982      12.78          35.00          0.00           7.09           
1         9         1982      13.89          31.67          0.00           5.97           
2         9         1982      9.45           29.45          0.00           6.05           
3         9         1982      9.45           31.11          0.00           6.34           
4         9         1982      12.22          33.34          0.00           6.33           
5         9         1982      17.23          26.67          1.00           2.87           
6         9         1982      12.78          25.00          1.00           4.14           
7         9         1982      11.67          23.34          1.00           3.71           
8         9         1982      11.67          28.34          0.00           5.07           
9         9         1982      10.00          33.34          1.00           6.79           
10        9         1982      8.34           34.45          2.00           7.16           
11        9         1982      8.34           18.89          3.00           2.81           
12        9         1982      8.34           16.11          2.00           2.27           
13        9         1982      8.34           14.45          6.00           1.90           
14        9         1982      7.22           15.56          4.00           2.24           
15        9         1982      6.11           15.00          0.00           2.37           
16        9         1982      10.00          24.45          0.00           4.16           
17        9         1982      6.11           13.89          0.00           1.47           
18        9         1982      5.00           23.89          0.00           4.63           
19        9         1982      2.22           21.67          0.00           4.36           
20        9         1982      0.56           21.11          0.00           4.35           
21        9         1982      0.00           22.78          0.00           4.71           
22        9         1982      5.56           32.23          1.00           6.39           
23        9         1982      11.11          25.00          0.00           4.15           
24        9         1982      5.56           23.34          0.00           4.29           
25        9         1982      2.22           22.23          0.00           3.88           
26        9         1982      12.22          29.45          0.00           4.74           
27        9         1982      10.56          28.89          0.00           5.04           
28        9         1982      5.56           25.00          0.00           4.56           
29        9         1982      2.22           24.45          0.00           4.71           
30        9         1982      3.33           11.67          10.00          1.33           
1         10        1982      3.33           12.78          0.00           1.87           
2         10        1982      2.22           20.56          1.00           3.82           
3         10        1982      1.11           23.34          0.00           4.43           
4         10        1982      4.45           22.23          0.00           3.94           
5         10        1982      5.00           25.56          0.00           4.56           
6         10        1982      2.22           17.78          0.00           3.20           
7         10        1982      -1.11          25.56          0.00           5.08           
8         10        1982      5.56           16.67          3.00           1.93           
9         10        1982      4.45           6.11           2.00           0.70           
10        10        1982      -1.67          11.11          0.00           2.06           
11        10        1982      -2.22          15.00          0.00           2.87           
12        10        1982      -3.33          15.00          0.00           2.77           
13        10        1982      0.00           14.45          0.00           2.55           
14        10        1982      0.00           22.23          0.00           4.03           
15        10        1982      2.78           21.11          0.00           3.54           
16        10        1982      1.67           25.56          0.00           4.37           
17        10        1982      3.33           25.56          0.00           4.30           
18        10        1982      5.56           22.23          0.00           3.35           
19        10        1982      -5.55          5.56           0.00           1.42           
20        10        1982      -8.33          15.00          0.00           3.03           
21        10        1982      -7.22          16.11          0.00           3.15           
22        10        1982      -5.55          21.67          0.00           4.10           
23        10        1982      4.45           23.89          0.00           3.69           
24        10        1982      0.00           26.67          0.00           4.71           
25        10        1982      4.45           18.89          0.00           2.56           
26        10        1982      0.56           20.00          0.00           3.20           
27        10        1982      5.00           19.45          0.00           2.71           
28        10        1982      -1.67          12.22          0.00           1.99           
29        10        1982      -3.89          17.78          0.00           3.07           
30        10        1982      -3.89          15.56          0.00           2.68           
31        10        1982      2.78           13.89          0.00           1.72           
1         11        1982      -1.67          13.34          0.00           2.11           
2         11        1982      -8.33          6.11           0.00           1.54           
3         11        1982      -11.11         3.89           0.00           1.42           
4         11        1982      -11.67         3.89           0.00           1.45           
5         11        1982      -6.67          12.78          0.00           2.36           
6         11        1982      -11.11         21.67          0.00           4.33           
7         11        1982      -3.89          11.67          0.00           2.00           
8         11        1982      -6.11          5.00           0.00           1.23           
9         11        1982      -0.55          2.22           0.00           0.34           
10        11        1982      0.56           6.67           0.00           0.95           
11        11        1982      -1.67          4.45           0.00           0.72           
12        11        1982      -6.67          1.11           0.00           0.86           
13        11        1982      -4.44          6.11           0.00           1.25           
14        11        1982      -13.33         3.89           0.00           1.45           
15        11        1982      -10.55         6.67           0.00           1.65           
16        11        1982      -7.78          13.34          0.00           2.42           
17        11        1982      -8.33          15.00          0.00           2.72           
18        11        1982      -7.22          5.56           0.00           1.32           
19        11        1982      -2.22          8.34           0.00           1.33           
20        11        1982      -4.44          10.56          0.00           1.77           
21        11        1982      -7.22          10.56          0.00           1.94           
22        11        1982      -8.33          -3.33          0.00           0.48           
23        11        1982      -15.55         -1.67          0.00           0.95           
24        11        1982      -15.55         2.78           0.00           1.37           
25        11        1982      -12.78         10.00          0.00           2.15           
26        11        1982      -10.55         7.78           0.00           1.73           
27        11        1982      -10.55         4.45           0.00           1.35           
28        11        1982      -2.78          10.56          0.00           1.61           
29        11        1982      -3.89          15.00          0.00           2.35           
30        11        1982      -5.00          13.89          0.00           2.25           
1         12        1982      -5.55          12.22          0.00           2.07           
2         12        1982      -8.89          8.34           0.00           1.68           
3         12        1982      -6.67          9.45           0.00           1.69           
4         12        1982      -7.78          12.78          0.00           2.24           
5         12        1982      -5.00          8.34           0.00           1.44           
6         12        1982      -8.33          10.56          0.00           1.96           
7         12        1982      -7.22          -2.78          0.00           0.42           
8         12        1982      -10.55         -1.11          0.00           0.76           
9         12        1982      -10.00         8.34           0.00           1.75           
10        12        1982      -5.00          0.56           0.00           0.56           
11        12        1982      -11.67         0.56           0.00           0.95           
12        12        1982      -12.78         16.11          0.00           3.09           
13        12        1982      -8.89          11.67          0.00           2.16           
14        12        1982      -6.67          4.45           0.00           1.12           
15        12        1982      -10.00         7.22           0.00           1.60           
16        12        1982      -8.33          8.89           0.00           1.76           
17        12        1982      -5.00          17.78          0.00           2.88           
18        12        1982      -5.00          8.89           0.00           1.49           
19        12        1982      -9.44          13.34          0.00           2.49           
20        12        1982      -8.89          10.00          0.00           1.90           
21        12        1982      -10.00         17.23          0.00           3.11           
22        12        1982      -6.11          14.45          0.00           2.41           
23        12        1982      -7.22          6.67           0.00           1.39           
24        12        1982      -6.67          0.00           0.00           0.61           
25        12        1982      -16.67         -5.55          0.00           0.65           
26        12        1982      -21.67         -3.33          0.00           0.96           
27        12        1982      -11.11         -1.67          0.00           0.75           
28        12        1982      -16.67         -7.22          0.00           0.54           
29        12        1982      -22.22         -4.44          0.00           0.89           
30        12        1982      -23.33         -6.11          0.00           0.79           
31        12        1982      -13.33         -1.67          0.00           0.82           
1         1         1983      -12.78         3.89           0.00           1.33           
2         1         1983      -17.22         -3.89          0.00           0.79           
3         1         1983      -19.45         -1.67          0.00           1.04           
4         1         1983      -9.44          1.67           0.00           0.96           
5         1         1983      -10.00         5.56           0.00           1.39           
6         1         1983      -2.22          4.45           0.00           0.81           
7         1         1983      -1.67          4.45           0.00           0.77           
8         1         1983      -4.44          5.00           0.00           1.03           
9         1         1983      -3.89          4.45           0.00           0.93           
10        1         1983      -7.78          4.45           0.00           1.18           
11        1         1983      -7.78          3.33           0.00           1.06           
12        1         1983      -9.44          6.67           0.00           1.52           
13        1         1983      -3.33          7.78           0.00           1.29           
14        1         1983      -9.44          2.78           0.00           1.10           
15        1         1983      -12.22         2.78           0.00           1.23           
16        1         1983      -9.44          3.89           0.00           1.22           
17        1         1983      -11.67         -1.67          0.00           0.80           
18        1         1983      -8.89          -7.22          0.00           0.26           
19        1         1983      -10.00         -3.33          0.00           0.60           
20        1         1983      -5.00          -2.22          0.00           0.37           
21        1         1983      -6.11          -0.55          0.00           0.63           
22        1         1983      -6.67          2.22           0.00           0.93           
23        1         1983      -6.11          5.56           0.00           1.26           
24        1         1983      -3.33          4.45           0.00           0.98           
25        1         1983      -7.22          -1.67          0.00           0.46           
26        1         1983      -6.67          -2.22          0.00           0.52           
27        1         1983      -2.78          3.89           0.00           0.89           
28        1         1983      -1.11          6.11           0.00           1.02           
29        1         1983      -1.67          6.11           0.00           1.08           
30        1         1983      -2.78          -1.11          0.00           0.21           
31        1         1983      -3.89          -2.78          0.00           0.21           
1         2         1983      -4.44          -1.67          0.00           0.47           
2         2         1983      -11.67         -2.22          0.00           0.80           
3         2         1983      -13.89         -1.67          0.00           0.98           
4         2         1983      -12.22         0.56           0.00           1.10           
5         2         1983      -11.67         -1.67          0.00           0.85           
6         2         1983      -16.11         3.33           0.00           1.57           
7         2         1983      -13.33         4.45           0.00           1.58           
8         2         1983      -6.11          4.45           0.00           1.22           
9         2         1983      -6.67          8.34           0.00           1.73           
10        2         1983      -1.11          8.89           0.00           1.51           
11        2         1983      -3.89          8.89           0.00           1.70           
12        2         1983      -3.33          12.78          0.00           2.26           
13        2         1983      -3.33          16.67          0.00           2.89           
14        2         1983      0.56           10.56          0.00           1.67           
15        2         1983      -3.33          10.56          0.00           1.97           
16        2         1983      -5.00          12.22          0.00           2.28           
17        2         1983      -0.55          11.11          0.00           1.81           
18        2         1983      -1.11          20.56          0.00           3.53           
19        2         1983      -0.55          16.11          0.00           2.70           
20        2         1983      -2.22          0.00           0.00           0.34           
21        2         1983      -2.22          11.67          0.00           2.11           
22        2         1983      -2.78          13.34          0.00           2.44           
23        2         1983      -2.78          15.00          0.00           2.74           
24        2         1983      -0.55          2.78           0.00           0.61           
25        2         1983      -1.11          1.67           0.00           0.45           
26        2         1983      0.00           11.67          0.00           1.81           
27        2         1983      -0.55          15.56          0.00           2.62           
28        2         1983      -3.89          17.23          0.00           3.22           
1         3         1983      -2.78          18.89          0.00           3.49           
2         3         1983      -1.11          22.23          0.00           4.12           
3         3         1983      -0.55          22.78          0.00           4.20           
4         3         1983      8.89           11.11          0.00           0.58           
5         3         1983      0.56           8.89           0.00           0.91           
6         3         1983      0.00           5.56           0.00           1.19           
7         3         1983      0.00           9.45           0.00           1.88           
8         3         1983      -2.78          7.22           0.00           1.71           
9         3         1983      -5.55          10.00          0.00           2.32           
10        3         1983      -6.67          11.67          0.00           2.65           
11        3         1983      -3.89          17.23          0.00           3.45           
12        3         1983      -3.33          19.45          0.00           3.83           
13        3         1983      1.67           18.89          0.00           3.43           
14        3         1983      3.33           12.22          0.00           1.71           
15        3         1983      -1.11          5.56           0.00           0.79           
16        3         1983      -5.00          -0.55          0.00           0.75           
17        3         1983      -5.00          0.00           0.00           0.92           
18        3         1983      -5.55          -3.89          0.00           0.50           
19        3         1983      -6.67          -1.67          0.00           0.96           
20        3         1983      -12.78         -5.00          0.00           1.01           
21        3         1983      -14.44         0.00           0.00           1.55           
22        3         1983      -10.55         -1.67          0.00           1.05           
23        3         1983      -3.33          -0.55          0.00           0.72           
24        3         1983      -2.22          0.56           0.00           0.60           
25        3         1983      0.00           5.00           0.00           1.14           
26        3         1983      -3.33          0.00           0.00           0.23           
27        3         1983      -3.89          4.45           0.00           0.92           
28        3         1983      -4.44          8.34           0.00           1.36           
29        3         1983      -1.67          11.67          0.00           2.53           
30        3         1983      -1.67          20.56          0.00           4.21           
31        3         1983      0.56           15.56          0.00           2.86           
1         4         1983      -2.22          4.45           0.00           1.35           
2         4         1983      -5.00          9.45           0.00           2.50           
3         4         1983      -3.89          -1.67          0.00           0.52           
4         4         1983      -4.44          -0.55          0.00           0.96           
5         4         1983      -5.00          0.56           0.00           1.30           
6         4         1983      -6.67          1.11           0.00           1.25           
7         4         1983      -8.89          7.22           0.00           2.45           
8         4         1983      -4.44          8.89           0.00           2.38           
9         4         1983      -3.89          10.00          0.00           2.44           
10        4         1983      -5.00          17.78          0.00           4.06           
11        4         1983      2.22           15.56          0.00           2.82           
12        4         1983      -1.67          6.11           0.00           1.04           
13        4         1983      -4.44          -1.67          0.00           0.80           
14        4         1983      -6.11          4.45           0.00           2.00           
15        4         1983      -5.00          11.67          0.00           3.00           
16        4         1983      -3.33          14.45          0.00           3.41           
17        4         1983      -0.55          17.23          0.00           3.74           
18        4         1983      -3.89          21.67          0.00           5.08           
19        4         1983      3.33           18.34          0.00           2.22           
20        4         1983      0.56           21.67          0.00           4.56           
21        4         1983      4.45           11.11          0.00           1.59           
22        4         1983      7.22           9.45           1.00           0.54           
23        4         1983      0.56           17.23          0.00           3.91           
24        4         1983      -2.22          18.89          0.00           4.41           
25        4         1983      3.33           22.78          0.00           4.88           
26        4         1983      6.67           16.67          0.00           3.47           
27        4         1983      3.89           15.00          0.00           2.67           
28        4         1983      4.45           18.34          6.00           3.35           
29        4         1983      5.56           11.67          12.00          1.42           
30        4         1983      5.00           9.45           13.00          0.79           
1         5         1983      2.22           9.45           1.00           1.70           
2         5         1983      1.67           9.45           0.00           1.78           
3         5         1983      0.56           17.78          0.00           4.07           
4         5         1983      4.45           19.45          0.00           3.72           
5         5         1983      1.67           22.78          6.00           4.95           
6         5         1983      7.22           14.45          8.00           0.99           
7         5         1983      3.33           16.67          0.00           3.63           
8         5         1983      2.22           19.45          0.00           4.42           
9         5         1983      8.34           26.67          0.00           5.62           
